0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Congestion_Encoded
1.756094889514398,0.07605026518315751,-0.2292048730843307,-0.3763462997830851,-0.09430088550197652,-0.1101082036487197,-1.4083138059361924,1.738567629679165,-0.6445539556635822,-1.511671837726451,-1.251075745514101,-0.09534779901265658,-0.010515377032447254,0.7307753528186473,0.3638694417741669,-1.100464878429569,1
-1.164717000848324,-0.7572971073869046,1.0325485341978433,-0.12395554590992902,2.7781670039315394,0.2128887032192688,0.40691674203853573,-1.2140919376205004,0.15239110679851514,-0.23698233441248803,-1.3757661254631213,0.6651698996567377,-0.18938612464900106,-0.1915691376246891,-0.31750939945151874,-0.2711086665393796,1
-3.9761453455887072,-0.8807449356624968,-0.6892528518778384,-1.4539904234439514,0.1391057233961197,-0.03884756259095001,0.1949811027808905,1.4060216139389634,-1.124202895509867,2.703165742425791,0.7665366218907708,0.2500673110373229,-0.46334545157336077,0.3213436953145121,2.025022870789054,-0.07904258847919621,1
-1.4943612185973882,0.7924083508944216,-0.6255034584942079,1.7743861941949346,-0.9231394007835342,-0.864417506564735,2.4772728177713437,1.139182803594453,0.19748722687908296,-0.47853431017019793,-0.10772975208532222,1.8216769336910321,0.09384901754067589,-0.056698336188699086,1.480613600235423,0.26948416949716436,1
-2.2812670021397516,1.9133557086051853,0.49397757372885115,0.18114653327648536,-0.5410270995672287,2.7130896713457235,-0.9156242589562428,-0.7313060335107002,0.13516149053776075,-0.013655622979904372,0.5163176295161571,-0.29983774561944154,-0.27584396284684004,-1.048446562319081,-0.010598053921083317,-0.8002895155036247,1
2.7212223579129917,0.7217216135842524,0.14694965617666006,-0.2014397517114346,-0.9106537872336828,-0.07753024046507172,2.075829767419994,0.7154209655321142,0.37500458866608816,-0.39854776047851986,-0.11757659298317143,1.6926186391283107,0.12699714268662038,0.11938514813169504,-0.6148799296834248,-0.45243267840322493,1
-3.02973294721748,-0.6059577871088768,-0.8882654374226875,1.9545846608519701,0.48520440928944886,-0.5534714453114334,-0.04727146921395052,1.0720737484302483,2.5129572508113607,-0.3414432753940189,1.0233182456148886,-0.8651918986440355,-0.8224429454391196,-0.8091450209879061,-0.19138213063699688,-0.10159281922833026,1
3.217920502949289,-0.9013595036677113,-2.1535340488425088,-1.5364822753972474,-0.8012337163873787,-0.17179266946491756,0.4961975791017038,-0.11954967490735488,-0.12234811721035595,1.3404928779523069,-1.4018207011020392,-1.3459626032518779,2.578227586902202,-1.996862870881612,-0.39542101584795636,0.7155932654003911,1
-2.418283122927418,-1.3572664814032245,-1.6983857475335802,-1.7504728503485725,-0.11791278598268261,0.09313928990320795,0.5656527079342865,-0.820683426786669,-1.3869824742138261,-0.9824565829963793,1.6747702607328054,-0.6258578553214795,-1.1271451015966907,-1.1490452460262295,-1.0017055761939768,0.1400912053097642,1
1.9296918524442603,-0.781207272892257,1.0933231971649287,-0.1086613966738534,2.6771553240750414,0.12572247530006306,0.3936138525581749,-1.254674169626516,0.15276055035802694,-0.20128455021551303,-1.3740284077119833,0.6617065776742529,-0.013436368402749916,0.18310679002268368,-0.0948376749087645,-0.9398164145845693,2
